labels_key,labels_value,sku_description,cost,time
"cromwell-workflow-id,wdl-call-alias,wdl-task-name","cromwell-c22c3981-efa0-4488-b003-5564f3fa5483,newtool-nioinput-16-15gb-750---x,markduplicatessparknew1",Network Internet Egress from Americas to EMEA,0,0.0
"cromwell-workflow-id,wdl-call-alias,wdl-task-name","cromwell-c22c3981-efa0-4488-b003-5564f3fa5483,newtool-disq-16-15gb-750-p,markduplicatessparknew1",Network Internet Egress from Americas to EMEA,0,2.95416666667
"cromwell-workflow-id,wdl-call-alias,wdl-task-name","cromwell-c22c3981-efa0-4488-b003-5564f3fa5483,newtool-nioinput-2-7gb-750---x,markduplicatessparknew1",Network Internet Egress from Americas to EMEA,0,0.0
"cromwell-workflow-id,wdl-call-alias,wdl-task-name","cromwell-c22c3981-efa0-4488-b003-5564f3fa5483,newtool-hadoopbam-8-30gb-750---x,markduplicatessparknew1",Network Internet Egress from Americas to EMEA,0,3.35444444444
"cromwell-workflow-id,wdl-call-alias,wdl-task-name","cromwell-c22c3981-efa0-4488-b003-5564f3fa5483,newtool-nioinput-4-26gb-375-p,markduplicatessparknew1",Network Internet Egress from Americas to EMEA,0,0.0
"cromwell-workflow-id,wdl-call-alias,wdl-task-name","cromwell-c22c3981-efa0-4488-b003-5564f3fa5483,newtool-hadoopbam-4-15gb-375-p,markduplicatessparknew1",Network Internet Egress from Americas to EMEA,0,5.63194444444
"cromwell-workflow-id,wdl-call-alias,wdl-task-name","cromwell-c22c3981-efa0-4488-b003-5564f3fa5483,newtool-disq-8-30gb-750-p,markduplicatessparknew1",Network Internet Egress from Americas to EMEA,0,3.375
"cromwell-workflow-id,wdl-call-alias,wdl-task-name","cromwell-c22c3981-efa0-4488-b003-5564f3fa5483,newtool-disq-16-60gb-750-p,markduplicatessparknew1",Network Internet Egress from Americas to EMEA,0,2.3675
"cromwell-workflow-id,wdl-call-alias,wdl-task-name","cromwell-c22c3981-efa0-4488-b003-5564f3fa5483,newtool-hadoopbam-16-7gb-750---x,markduplicatessparknew1",Network Internet Egress from Americas to EMEA,0,2.8075
"cromwell-workflow-id,wdl-call-alias,wdl-task-name","cromwell-c22c3981-efa0-4488-b003-5564f3fa5483,newtool-nioinput-32-15gb-375-p,markduplicatessparknew1",Network Internet Egress from Americas to EMEA,0,0.0
"cromwell-workflow-id,wdl-call-alias,wdl-task-name","cromwell-c22c3981-efa0-4488-b003-5564f3fa5483,newtool-disq-4-26gb-750---x,markduplicatessparknew1",Network Internet Egress from Americas to EMEA,0,5.12694444444
"cromwell-workflow-id,wdl-call-alias,wdl-task-name","cromwell-c22c3981-efa0-4488-b003-5564f3fa5483,newtool-hadoopbam-32-15gb-750---x,markduplicatessparknew1",Network Internet Egress from Americas to EMEA,0,1.76611111111
"cromwell-workflow-id,wdl-call-alias,wdl-task-name","cromwell-c22c3981-efa0-4488-b003-5564f3fa5483,newtool-disq-16-15gb-375-p,markduplicatessparknew1",Network Internet Egress from Americas to EMEA,0,0.0
"cromwell-workflow-id,wdl-call-alias,wdl-task-name","cromwell-c22c3981-efa0-4488-b003-5564f3fa5483,newtool-nioinput-8-15gb-375---x,markduplicatessparknew1",Network Internet Egress from Americas to EMEA,0,0.0
"cromwell-workflow-id,wdl-call-alias,wdl-task-name","cromwell-c22c3981-efa0-4488-b003-5564f3fa5483,newtool-nioinput-8-30gb-750-p,markduplicatessparknew1",Network Internet Egress from Americas to EMEA,0,0.0
"cromwell-workflow-id,wdl-call-alias,wdl-task-name","cromwell-c22c3981-efa0-4488-b003-5564f3fa5483,newtool-disq-8-52gb-375---x,markduplicatessparknew1",Network Internet Egress from Americas to EMEA,0,3.43805555556
"cromwell-workflow-id,wdl-call-alias,wdl-task-name","cromwell-c22c3981-efa0-4488-b003-5564f3fa5483,newtool-nioinput-8-52gb-375-p,markduplicatessparknew1",Network Internet Egress from Americas to EMEA,0,0.0
